mz,rt,t.score,p.value,mode
175.02471,13.57,0.49,0.99983614303757,negative
162.01967,1.198,1.72,0.999836450918979,negative
78.91856,14.759,0.29,0.999845852239411,negative
253.21738,28.617,0.96,0.999851821303467,negative
195.06369,8.757,-0.18,0.999854332806125,negative
123.90185,18.757,-1.1,0.999882639217974,negative
100.98532,1.319,-0.18,0.999898263830943,negative
101.0241,1.306,0.25,0.999898729392455,negative
149.00902,13.962,-0.24,0.99990009852989,negative
91.04095,1.414,-0.35,0.999909056074432,negative
202.98205,24.706,-0.64,0.99991220478019,negative
82.00571,18.319,-0.61,0.999917479152841,negative
229.14442,8.741,-0.17,0.999919505695725,negative
306.07649,25.91,-0.34,0.999921416607835,negative
135.04494,19.125,-0.21,0.999923971310137,negative
281.24847,28.951,-2.15,0.999936083256133,negative
198.05944,22.832,-0.65,0.999945098217204,negative
117.01904,13.584,0.3,0.999949401329223,negative
237.02512,16.802,-2.32,0.999953135719965,negative
171.00641,12.81,0.12,0.999967542170699,negative
295.99125,16.379,-0.95,0.999968228591245,negative
180.03017,1.247,0.32,0.999969530058054,negative
203.01953,17.787,0.37,0.999969641372391,negative
191.99426,7.58,0.99,0.999969774969681,negative
168.99932,13.306,0.12,0.999971207893414,negative
195.99208,15.332,-0.24,0.999971927661574,negative
123.90184,1.321,0.63,0.99997274757956,negative
201.11311,15.614,0.6,0.999974022441545,negative
214.02602,22.915,-0.66,0.999977697431914,negative
340.99883,16.768,-2.6,0.999978231389559,negative
98.96652,12.63,0.37,0.999982030637395,negative
155.07124,15.949,0.32,0.999983368929674,negative
277.1807,25.999,0.52,0.999983616243287,negative
253.65947,17.673,1.1,0.99998500475396,negative
175.06111,13.431,-0.3,0.999985767157886,negative
297.15283,1.32,-1.83,0.99998746166656,negative
211.10886,23.758,-0.77,0.999987757544827,negative
241.07227,23.287,-0.86,0.999988020493235,negative
132.99606,28.421,0.68,0.999988473234587,negative
126.01942,22.92,0.3,0.9999927185498,negative
131.03474,16.599,0.27,0.999992761308792,negative
125.0007,12.71,0.1,0.999993187491421,negative
151.0399,1.231,0.57,0.999993262118183,negative
87.00847,1.196,-0.26,0.99999339346393,negative
239.20166,1.267,-1,0.999993428570575,negative
174.93735,14.526,-0.38,0.999993472436431,negative
232.88325,14.293,0.19,0.999994484105965,negative
191.99408,7.105,0.76,0.999994814077542,negative
295.22772,1.205,-0.54,0.999994883122997,negative
255.23281,28.931,-2.07,0.999995119858762,negative
175.09747,11.349,-0.06,0.999995150210228,negative
91.02182,1.141,-3.43,0.999995239162666,negative
220.8872,14.398,0.25,0.999995586186597,negative
188.99383,1.573,-0.67,0.999995720728389,negative
185.0567,1.09,1.99,0.999995760702176,negative
135.06609,4.625,-0.58,0.999996191018378,negative
259.66281,28.553,-0.68,0.99999619650714,negative
172.83199,23.097,-0.86,0.999996476079633,negative
198.99176,1.275,0.56,0.999996490536035,negative
200.98624,28.409,0.67,0.999996529977584,negative
99.04481,13.939,0.51,0.999996640449406,negative
145.01411,19.733,0.83,0.999996761322984,negative
196.02839,13.509,0.31,0.99999691406408,negative
123.90183,1.29,0.86,0.999997141073775,negative
311.18627,17.087,0.26,0.999997242045638,negative
101.0241,19.739,0.76,0.99999731805409,negative
283.2641,28.924,-0.99,0.999997426947721,negative
175.02464,16.634,0.39,0.999997721218078,negative
61.98869,2.183,-0.74,0.999997945601197,negative
195.01364,11.972,-0.63,0.999997977818839,negative
221.11823,18.901,0.59,0.999998046539948,negative
154.01207,26.24,0.15,0.999998064332696,negative
83.0248,1.234,0.37,0.99999823233467,negative
181.08691,1.223,-0.63,0.999998268280977,negative
129.01912,1.166,0.7,0.999998308706181,negative
204.05922,8.849,-0.15,0.999998383301394,negative
277.18076,13.444,0.82,0.999998549334485,negative
158.99344,21.782,-0.29,0.999998621568819,negative
167.02077,18.281,-0.26,0.999998696558809,negative
132.03003,1.136,0.58,0.999998766376107,negative
239.05931,1.28,-0.64,0.999998885494746,negative
301.99103,10.591,-0.97,0.99999890675915,negative
221.08199,28.634,1.61,0.999998993506007,negative
200.98622,28.503,-0.58,0.999998999751336,negative
277.18079,28.988,-1.17,0.999999009922015,negative
192.33159,4.822,-0.78,0.999999030665728,negative
197.00006,5.799,-0.66,0.999999113205504,negative
301.99082,13.694,-0.54,0.999999137899363,negative
339.19989,1.32,2.73,0.999999212294934,negative
160.02514,13.275,-0.23,0.999999248003257,negative
147.06614,8.714,-0.37,0.999999275320241,negative
198.33507,13.404,-0.86,0.999999277618144,negative
177.04038,16.612,0.48,0.999999319577911,negative
201.99773,13.501,-0.42,0.999999336442565,negative
201.65108,6.774,-0.59,0.999999345807455,negative
155.98857,1.162,-0.45,0.999999350467255,negative
134.99288,13.418,-0.36,0.999999442852758,negative
185.06071,1.225,0.2,0.999999471872687,negative
205.03526,13.671,0.27,0.999999478597901,negative
112.99702,26.557,-0.5,0.999999482409977,negative
278.18411,25.724,-0.71,0.999999524082785,negative
167.98868,28.105,-1.04,0.999999586289607,negative
146.92606,20.842,-0.51,0.999999622751633,negative
122.97547,1.276,0.34,0.999999624536457,negative
205.99037,4.301,-1.46,0.999999629914212,negative
161.00908,14.507,-0.33,0.999999656425647,negative
272.08875,12.682,0.45,0.999999668983282,negative
129.09188,1.213,-0.23,0.999999670009028,negative
271.99838,28.598,-0.65,0.99999969103298,negative
173.43634,24.885,-0.5,0.999999693538744,negative
128.91422,19.068,0.26,0.999999714597046,negative
226.83044,1.319,-0.86,0.999999747608884,negative
146.92603,22.316,0.65,0.999999764052802,negative
137.02424,1.159,0.07,0.999999776701958,negative
110.96973,14.892,0.95,0.999999788284494,negative
188.49009,8.162,0.31,0.999999796229294,negative
269.10291,15.816,0.22,0.999999802972942,negative
162.0421,26.005,-0.17,0.999999809193836,negative
83.01354,19.736,0.71,0.999999815730476,negative
189.02112,14.789,0.27,0.999999821295083,negative
58.02957,13.033,0.33,0.999999822603785,negative
134.01742,13.59,0.23,0.999999832209182,negative
289.00127,27.604,-0.67,0.999999836822753,negative
212.98627,1.087,-0.37,0.999999845838116,negative
195.99204,1.145,0.24,0.999999846907018,negative
145.0141,14.784,-0.34,0.999999860401642,negative
94.98031,1.714,-0.25,0.999999883840566,negative
170.04582,1.241,2.26,0.999999887908061,negative
157.05056,13.146,0.25,0.999999891156528,negative
110.9697,15.289,1.02,0.999999894436247,negative
296.99858,2.664,-0.63,0.999999905018986,negative
220.06484,12.647,-0.36,0.999999907969615,negative
161.08186,8.633,-0.24,0.999999917682794,negative
194.00457,26.094,0.16,0.999999920299635,negative
271.22778,1.814,1.35,0.999999933134108,negative
59.01403,28.553,-0.82,0.999999938494322,negative
110.98504,12.897,0.08,0.999999940432921,negative
194.90573,18.074,-0.5,0.999999946342717,negative
125.0103,9.307,0.25,0.999999949072194,negative
121.02921,16.829,-0.2,0.999999960490661,negative
203.05598,1.12,-1.03,0.999999963370433,negative
289.05543,1.486,0.4,0.999999964420077,negative
198.98848,20.206,-0.31,0.999999967118986,negative
190.0801,15.338,0.24,0.999999969831758,negative
190.99132,18.19,-0.51,0.999999970591433,negative
161.04551,13.376,0.16,0.999999971216034,negative
134.89452,1.352,0.79,0.999999971488492,negative
195.90579,18.05,-0.7,0.999999972840577,negative
145.03662,28.642,0.75,0.99999997823097,negative
190.99133,18.781,-0.52,0.999999978231718,negative
130.93102,22.872,0.61,0.999999978798227,negative
191.67195,4.172,0.45,0.999999978893619,negative
102.05577,28.942,0.79,0.999999980284614,negative
135.01195,1.23,1.34,0.999999982051018,negative
179.0349,1.236,-1,0.999999982754781,negative
205.07166,13.121,-0.19,0.999999983445745,negative
167.07127,1.222,0.55,0.999999983940487,negative
89.02534,21.977,0.7,0.999999985290979,negative
195.9941,4.515,-1.68,0.999999985724142,negative
155.07126,18.176,-0.18,0.999999985806813,negative
267.07333,1.514,0.33,0.999999986266797,negative
151.00673,28.587,-0.27,0.999999987142719,negative
109.02922,1.129,-0.27,0.999999988559429,negative
273.00684,13.534,-0.32,0.999999991085056,negative
227.12885,19.19,0.12,0.999999991419836,negative
77.03938,16.901,-0.26,0.999999992127926,negative
185.65605,1.661,-0.62,0.99999999261437,negative
158.93447,1.047,-0.34,0.999999992657161,negative
78.91858,1.235,0.92,0.999999994111481,negative
131.04602,28.847,-2.07,0.999999994221213,negative
232.88321,14.532,0.11,0.999999994314702,negative
68.01388,28.434,-1.96,0.9999999949774,negative
151.00669,13.519,-0.26,0.999999995054699,negative
311.29599,1.258,0.72,0.999999995137536,negative
195.01369,11.589,-0.4,0.999999995251103,negative
93.00102,1.129,-0.43,0.999999995631371,negative
217.03541,13.961,-0.46,0.999999995828422,negative
147.06621,11.358,-0.18,0.999999996045002,negative
164.03529,13.408,-0.98,0.999999996146987,negative
338.06633,14.908,-0.2,0.999999996226434,negative
182.99677,14.691,-1.2,0.999999996238718,negative
92.02133,1.134,-0.23,0.999999996733811,negative
187.06109,13.585,-0.17,0.999999996890782,negative
255.0879,1.291,-0.59,0.999999996897913,negative
101.06048,11.317,-0.25,0.999999996996698,negative
77.03936,16.837,-0.27,0.999999997399568,negative
222.03357,14.828,0.9,0.999999997594761,negative
181.07171,4.606,-0.07,0.999999997843851,negative
101.02408,17.362,0.39,0.999999998008152,negative
115.0034,13.651,0.15,0.999999998115446,negative
181.96591,12.618,-0.16,0.999999998168999,negative
154.99608,13.631,0.38,0.999999998190026,negative
252.99912,1.039,0.66,0.999999998346571,negative
71.01356,14.314,0.13,0.999999998463157,negative
133.01395,13.587,0.16,0.999999998468269,negative
271.22782,1.13,-0.83,0.999999998612138,negative
161.04549,16.559,0.22,0.999999998662616,negative
110.97554,13.069,-0.51,0.99999999875976,negative
144.06642,1.231,0.77,0.99999999881209,negative
194.01726,12.104,-0.32,0.999999998823746,negative
61.99608,1.213,-0.22,0.999999998960426,negative
200.96527,14.896,1.61,0.999999999106394,negative
291.97671,22.915,-1.1,0.999999999172653,negative
216.90927,14.473,-0.14,0.999999999179949,negative
89.02534,8.752,1.2,0.999999999187322,negative
228.16046,26.412,-1.47,0.999999999209336,negative
204.05126,12.867,-0.17,0.9999999992191,negative
132.99629,1.25,-0.17,0.999999999228714,negative
192.33154,18.044,-0.41,0.999999999252938,negative
88.04012,25.899,0.11,0.99999999926556,negative
146.04564,28.941,2.2,0.999999999290615,negative
85.02919,13.486,-0.27,0.999999999352848,negative
221.03018,16.557,0.32,0.99999999936167,negative
118.99834,16.776,-0.28,0.999999999448183,negative
289.99,12.106,-0.53,0.999999999463851,negative
115.03981,1.325,0.13,0.999999999497162,negative
229.05046,0.882,0.24,0.999999999498963,negative
193.03521,16.817,-0.43,0.999999999561998,negative
87.00848,11.04,-0.15,0.999999999569617,negative
216.99561,11.912,-0.38,0.999999999598665,negative
99.04483,13.866,-0.36,0.999999999600694,negative
220.06491,12.617,-0.15,0.999999999613501,negative
296.99832,27.961,-0.46,0.999999999651935,negative
211.09756,1.227,0.22,0.999999999653288,negative
91.04098,1.95,-0.14,0.999999999655276,negative
132.03001,1.219,1.59,0.999999999659903,negative
325.12932,15.632,1.77,0.999999999676702,negative
192.0665,1.217,-0.07,0.999999999728379,negative
215.12875,1.318,0.2,0.999999999730986,negative
134.99292,15.428,-0.46,0.999999999733252,negative
237.00414,26.006,0.65,0.999999999751708,negative
176.10088,11.374,-0.05,0.999999999756997,negative
168.52947,14.982,-0.17,0.999999999784657,negative
204.98875,15.427,-1.43,0.999999999789896,negative
296.00854,11.05,-0.52,0.999999999790479,negative
188.99663,22.359,-0.34,0.99999999981475,negative
227.09243,14.318,0.21,0.999999999818731,negative
157.12331,15.28,-0.32,0.999999999859053,negative
141.01919,20.304,-0.15,0.999999999864072,negative
122.9755,1.125,0.21,0.999999999877186,negative
187.65692,1.626,-0.32,0.999999999878402,negative
177.04036,13.178,-0.09,0.999999999889876,negative
134.89458,26.472,-0.16,0.999999999900314,negative
191.92048,1.109,0.25,0.999999999910307,negative
190.99943,28.435,-1.25,0.999999999912303,negative
194.01728,11.785,-0.35,0.999999999915226,negative
193.01408,23.826,0.82,0.999999999919595,negative
196.0251,26.015,0.23,0.999999999920418,negative
203.05592,14.013,0.25,0.999999999934561,negative
75.00846,13.41,-0.16,0.999999999934812,negative
248.9994,9.838,-0.15,0.999999999935334,negative
166.95735,1.115,-0.39,0.999999999935828,negative
185.08186,13.767,0.37,0.999999999945138,negative
146.84227,25.748,-0.41,0.999999999945977,negative
195.99231,27.315,-0.49,0.999999999948704,negative
164.03857,1.367,0.5,0.999999999952553,negative
154.01207,25.802,-0.09,0.999999999955765,negative
191.66004,9.71,-0.86,0.999999999959825,negative
187.09752,16.208,-0.48,0.999999999964001,negative
211.66687,4.429,-1.44,0.999999999964598,negative
110.02451,27.214,0.1,0.999999999968269,negative
91.04099,23.643,0.63,0.999999999968369,negative
97.02916,1.153,0.12,0.999999999969287,negative
243.03307,15.865,-0.35,0.999999999975444,negative
203.66656,19.744,-0.81,0.999999999976216,negative
150.05585,1.222,-0.37,0.999999999976349,negative
111.94689,14.31,-0.18,0.999999999976795,negative
163.02477,13.384,-0.13,0.999999999977814,negative
192.33153,25.736,-0.37,0.999999999978064,negative
160.89268,1.188,-2.57,0.999999999979282,negative
285.11648,16.181,-0.33,0.999999999981502,negative
92.04305,1.815,0.13,0.999999999982367,negative
144.06645,12.147,1.16,0.999999999982443,negative
146.04574,15.276,0.19,0.999999999984224,negative
189.07673,15.381,0.1,0.99999999998824,negative
223.02475,21.811,0.34,0.999999999988377,negative
221.03019,14.678,0.71,0.999999999988876,negative
229.14436,17.73,0.53,0.999999999989313,negative
210.97345,13.897,0.89,0.999999999989686,negative
227.12881,18.906,0.08,0.999999999990341,negative
223.0249,22.41,-0.36,0.999999999991385,negative
227.09242,14.469,0.19,0.999999999991502,negative
73.02919,1.237,-0.08,0.999999999991583,negative
147.02975,13.451,0.13,0.999999999991599,negative
174.04071,13.05,-0.05,0.999999999992468,negative
175.09749,1.431,0.1,0.999999999992759,negative
255.23277,15.225,0.21,0.999999999994731,negative
93.03426,1.204,0.21,0.999999999995241,negative
191.99412,4.621,0.46,0.999999999995437,negative
132.03005,13.057,-0.05,0.999999999995456,negative
221.03011,14.09,0.83,0.999999999995789,negative
181.01419,16.197,0.2,0.999999999996008,negative
184.00182,18.003,-0.4,0.999999999996381,negative
205.05232,8.93,-0.35,0.999999999996395,negative
94.98163,15.215,-0.44,0.999999999996664,negative
132.03005,13.048,0.06,0.99999999999681,negative
239.02064,12.028,-0.61,0.999999999996944,negative
96.95971,14.376,-0.02,1,negative
114.01936,13.034,-0.03,1,negative
174.04055,12.994,-0.03,1,negative
165.01929,18.35,0.02,1,negative
71.01353,16.49,0.04,1,negative
103.0033,13.991,0.03,1,negative
72.9928,13.525,-0.02,1,negative
117.03618,11.546,-0.17,1,negative
194.92722,14.326,-0.03,1,negative
167.01593,15.494,-0.42,1,negative
168.04305,7.56,-0.13,1,negative
214.04841,7.552,-0.14,1,negative
117.03614,11.871,-0.17,1,negative
151.026,1.342,-0.01,1,negative
279.03877,12.999,0.09,1,negative
243.06209,12.633,0.11,1,negative
199.00697,15.963,-0.15,1,negative
157.01059,18.946,-0.24,1,negative
200.98621,14.591,-0.08,1,negative
277.18071,25.592,0.15,1,negative
124.00712,15.323,-0.02,1,negative
121.02923,13.397,0.03,1,negative
184.99131,1.12,-0.04,1,negative
202.99129,15.577,0.66,1,negative
135.02965,13.583,0.05,1,negative
172.99131,16.097,0.13,1,negative
80.96488,13.602,0.1,1,negative
184.9913,28.578,0.06,1,negative
116.03983,11.857,-0.22,1,negative
116.92826,18.107,-0.09,1,negative
152.98615,14.702,-0.01,1,negative
101.0241,11.339,-0.04,1,negative
149.04534,13.616,-0.04,1,negative
165.01928,13.399,0.09,1,negative
179.05607,4.149,0.01,1,negative
96.95982,15.804,-0.2,1,negative
179.05606,4.601,-0.07,1,negative
103.00337,16.506,-0.07,1,negative
131.0348,13.459,-0.06,1,negative
193.03517,12.218,-0.11,1,negative
179.05606,4.547,0.03,1,negative
179.05607,4.048,0.07,1,negative
205.03523,16.468,0.05,1,negative
177.04037,13.24,0.1,1,negative
203.05594,16.405,0.06,1,negative
118.94177,14.533,0.15,1,negative
115.03979,13.526,0.02,1,negative
159.02982,16.551,0.09,1,negative
72.99279,12.151,-0.09,1,negative
303.08911,8.84,-0.14,1,negative
135.94496,28.635,0.58,1,negative
196.92316,14.444,-0.03,1,negative
261.0727,12.952,-0.02,1,negative
114.93603,1.074,-0.19,1,negative
129.05551,13.714,-0.16,1,negative
125.06054,15.329,0,1,negative
116.92841,1.204,0.33,1,negative
157.12333,23.136,-0.16,1,negative
171.06623,15.347,-0.02,1,negative
132.03,1.063,0.06,1,negative
166.0226,16.867,-0.12,1,negative
87.00848,21.788,0.01,1,negative
281.24851,15.347,-0.1,1,negative
132.99609,1.906,-0.17,1,negative
191.05605,13.333,-0.2,1,negative
191.01959,2.124,-0.08,1,negative
118.94177,14.823,0.05,1,negative
73.02918,13.58,0.04,1,negative
281.2485,10.531,0.01,1,negative
140.01165,13.639,0.16,1,negative
173.04547,13.413,-0.19,1,negative
128.01001,13.996,0.12,1,negative
121.02923,1.262,-0.13,1,negative
168.98932,24.19,-0.13,1,negative
78.95876,12.919,0,1,negative
173.08183,14.605,0.08,1,negative
182.04579,28.362,0.03,1,negative
173.08184,14.649,0.06,1,negative
125.09697,1.267,-1.55,1,negative
152.98619,16.117,-0.07,1,negative
189.04039,16.309,0.02,1,negative
137.94038,28.844,0.43,1,negative
171.10269,1.316,-0.05,1,negative
175.09749,2.203,0.24,1,negative
118.03953,11.423,-0.12,1,negative
185.02769,16.28,-0.5,1,negative
213.0556,1.236,0.13,1,negative
256.23623,1.261,0.01,1,negative
60.99332,8.951,-0.5,1,negative
146.96581,15.102,-2.58,1,negative
179.03492,19.09,-0.07,1,negative
199.17024,1.206,0.11,1,negative
137.02427,1.313,-0.02,1,negative
211.00699,15.964,-0.09,1,negative
189.02112,11.755,0.08,1,negative
128.00996,1.249,-0.14,1,negative
236.10531,20.362,-0.04,1,negative
281.24847,6.013,0.04,1,negative
60.99329,28.327,0.44,1,negative
157.0106,16.041,0.02,1,negative
159.06618,13.557,0.11,1,negative
115.07613,14.762,0.09,1,negative
115.07616,15.226,-0.06,1,negative
59.01359,28.921,0.6,1,negative
61.98862,15.047,-0.33,1,negative
159.0662,13.73,0.06,1,negative
139.00351,21.686,0.15,1,negative
179.03493,16.689,0.01,1,negative
163.04006,18.201,0.1,1,negative
111.00852,15.271,0.16,1,negative
134.89446,18.069,0.03,1,negative
278.18412,15.272,-0.04,1,negative
134.97291,13.533,0.34,1,negative
135.03105,1.263,0.33,1,negative
225.03794,8.834,-0.03,1,negative
114.93606,28.635,0.37,1,negative
60.9934,1.135,-0.3,1,negative
139.03992,13.051,0.06,1,negative
117.92839,18.079,-0.01,1,negative
75.00845,14.546,0.01,1,negative
190.96555,17.701,0.05,1,negative
249.14947,25.539,0.07,1,negative
